route27_id,folio,locus_kind,gap_rows,unique_loci,token_counts,prefix_counts,suffix_counts,line_position_counts,top_loci,section_notes,image_source_status,image_manifest_folio,image_url,commons_page,priority_level,priority_reason,review_action,semantic_guardrail
R27-150,f28v,P,1,1,otol=1,ot=1,ol=1,start=1,"f28v.5,+P0","Currier's language A, hand 1",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-151,f29v,P,1,1,otol=1,ot=1,ol=1,start=1,"f29v.8,+P0","Currier's language A, hand 1",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-152,f2r,P,1,1,okol=1,ok=1,ol=1,start=1,"f2r.12,+P0","Two paragraphs, top one cut in many places. 1 label near plant leaf",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-153,f34r,P,1,1,okor=1,ok=1,or=1,middle=1,"f34r.12,+P0",well with lines on the left one below the expected.,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-154,f36r,P,1,1,okol=1,ok=1,ol=1,middle=1,"f36r.7,+P0",Plant ID: Geranium (SDC = [RZ]),not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-155,f36v,P,1,1,otar=1,ot=1,ar=1,middle=1,"f36v.3,+P0",Plant ID: Indian hemp,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-156,f39r,P,1,1,otal=1,ot=1,al=1,middle=1,"f39r.14,+P0",Same plant as f95r2 ? (Stolfi),not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-157,f3r,P,1,1,okol=1,ok=1,ol=1,middle=1,"f3r.20,+P0",20 normal lines of text,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-158,f41r,P,1,1,otal=1,ot=1,al=1,middle=1,"f41r.4,+P0",Transcription quality seriously reduced on this page,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-159,f41v,P,1,1,okal=1,ok=1,al=1,middle=1,"f41v.6,+P0",Plain carrot or variety (RZ),not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-160,f43v,P,1,1,okar=1,ok=1,ar=1,end=1,"f43v.2,+P0",Two plants. Polygonum biatorta (sp?). Lunaria (RCAZ)?,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-161,f44r,P,1,1,otal=1,ot=1,al=1,middle=1,"f44r.3,+P0",Plant ID: Veratrum (sp?),not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-162,f45r,P,1,1,otar=1,ot=1,ar=1,middle=1,"f45r.6,+P0","Curriers language A, hand 1",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-163,f45v,P,1,1,okol=1,ok=1,ol=1,start=1,"f45v.2,+P0",beatrum phula inal(sp),not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-164,f46r,P,1,1,okal=1,ok=1,al=1,middle=1,"f46r.14,+P0","Plant (root) ID: Asclepias, (+unreadable)",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-165,f46v,P,1,1,otar=1,ot=1,ar=1,middle=1,"f46v.2,+P0","Plant ID: Boragine, Anchusa (has red mark along top of roots)",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-166,f47r,P,1,1,okal=1,ok=1,al=1,middle=1,"f47r.9,+P0",Plant ID: Indian cucumber?,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-167,f48r,P,1,1,otal=1,ot=1,al=1,middle=1,"f48r.6,+P0","Same plant as f89v2[3,4] ? (Stolfi)",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-168,f49r,P,1,1,otol=1,ot=1,ol=1,middle=1,"f49r.14,+P0","Plant ID: Tamus communis (Holm), Scamonia",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-169,f49v,P,1,1,otol=1,ot=1,ol=1,middle=1,"f49v.26,=P0","the 1st paragraph, starting from line 2.",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-170,f4v,P,1,1,otor=1,ot=1,or=1,middle=1,"f4v.8,+P0","Two paragraphs, top one split by plant",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-171,f51r,P,1,1,okol=1,ok=1,ol=1,middle=1,"f51r.4,+P0",Plant ID: Mandrake (Manley),not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-172,f51v,P,1,1,okor=1,ok=1,or=1,start=1,"f51v.6,+P0","Plant ID: Cow's tongue, Licopsis, Sedum Majus (Hauswurtz)",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-173,f5r,P,1,1,otol=1,ot=1,ol=1,end=1,"f5r.2,+P0",Two paragraphs,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-174,f65v,P,1,1,otar=1,ot=1,ar=1,middle=1,"f65v.4,+P0","Transcribed 7 Dec 91 by Gillogly, 9 dec 91 by Reeds, 13 Dec 91 Gillogly",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-175,f68v1,C,1,1,otol=1,ot=1,ol=1,middle=1,"f68v1.1,@Cc",Plus radial short texts,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-176,f68v1,R,1,1,otol=1,ot=1,ol=1,start=1,"f68v1.7,@Ro","Radiating texts, starting point cf. ThP",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-177,f70v1,C,1,1,otor=1,ot=1,or=1,middle=1,"f70v1.1,@Cc","alphabet. Abril is Spanish for April, Aries is March 20th to April 20th.",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-178,f72v1,L,1,1,okal=1,ok=1,al=1,single=1,"f72v1.16,&Lz",Outer band of labels,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-179,f73r,C,1,1,otar=1,ot=1,ar=1,middle=1,"f73r.22,@Cc",Outer full circle of labels,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-180,f73r,L,1,1,otal=1,ot=1,al=1,single=1,"f73r.28,&Lz",Inner full circle of labels,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-181,f75v,L,1,1,otal=1,ot=1,al=1,start=1,"f75v.50,@Lt",Alignment of all following lines is very uncertain,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-182,f77r,L,1,1,otol=1,ot=1,ol=1,single=1,"f77r.5,=Lt",Labels 1-10 cf. Petersen but put in order of page,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-183,f77v,L,1,1,otol=1,ot=1,ol=1,start=1,"f77v.2,=Lt",the nymphs first,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-184,f80r,L,1,1,okar=1,ok=1,ar=1,single=1,"f80r.9,~Ln",queens on top,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-185,f82v,L,1,1,okol=1,ok=1,ol=1,single=1,"f82v.44,~Ln","Currier's language B, hand 2",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-186,f85r2,C,1,1,otar=1,ot=1,ar=1,middle=1,"f85r2.1,@Cc",comments are included to show the compass directions.,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-187,f86v3,P,1,1,otar=1,ot=1,ar=1,middle=1,"f86v3.24,+Pb",gathering mark  14,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-188,f86v4,C,1,1,otor=1,ot=1,or=1,middle=1,"f86v4.1,@Cc",Text partly interrupted by creases.,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-189,f87v,P,1,1,otol=1,ot=1,ol=1,end=1,"f87v.9,+P0",Petersen has omitted the right-hand part of paragraph 2,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-190,f88r,P,1,1,okol=1,ok=1,ol=1,middle=1,"f88r.19,+P0",middle row of plants,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-191,f8r,P,1,1,okar=1,ok=1,ar=1,start=1,"f8r.18,+P0",last word(s) in each paragraph flushed to the right (signatures?),not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-192,f90r1,P,1,1,okar=1,ok=1,ar=1,middle=1,"f90r1.3,+P0",Currier's language A,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-193,f93v,P,1,1,okol=1,ok=1,ol=1,end=1,"f93v.3,+P0","Currier's language A, hand 4",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-194,f96r,P,1,1,okol=1,ok=1,ol=1,end=1,"f96r.5,+P0","Plant ID: dipsaxus, calendula (O'Neill)",not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
R27-195,f9v,P,1,1,otol=1,ot=1,ol=1,middle=1,"f9v.4,+P0",RZ: Viola allright but all upside down,not_in_manifest,,,,P3,low_count_and_no_manifest_image,find_or_download_source_image_before_annotation,visual_gap_priority_not_evidence
