priority_score,folio,locus,locus_kind,prefix_family,distinct_suffixes,suffixes_present,axis_coverage,total_candidates,ar,al,or,ol,tokens,target_status_counts,line_positions,visual_contexts,annotated_tokens,visual_zones,object_nearby,annotation_confidence
26,f54r,"f54r.11,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f54r,"f54r.3,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f54r,"f54r.9,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f55r,"f55r.4,+P0",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,middle,paragraph/text line,0,,,
26,f55v,"f55v.7,+P0",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,middle,paragraph/text line,0,,,
26,f58r,"f58r.31,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f58v,"f58v.2,+P0",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,middle,paragraph/text line,0,,,
26,f6v,"f6v.15,+P0",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,end middle,paragraph/text line,0,,,
26,f70r2,"f70r2.1,@P1",P,standalone,2,al ar,rl,2,1,1,0,0,al ar,standalone:2,middle,paragraph/text line,0,,,
26,f75v,"f75v.39,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f76r,"f76r.56,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f77v,"f77v.14,+P0",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,end middle,paragraph/text line,0,,,
26,f78r,"f78r.14,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,end middle,paragraph/text line,0,,,
26,f78v,"f78v.26,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f78v,"f78v.29,+P0",P,standalone,2,al ol,ao,2,0,1,0,1,al ol,standalone:2,middle,paragraph/text line,0,,,
26,f78v,"f78v.31,+P0",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,middle,paragraph/text line,0,,,
26,f79r,"f79r.13,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,end middle,paragraph/text line,0,,,
26,f79r,"f79r.17,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,end middle,paragraph/text line,0,,,
26,f79r,"f79r.23,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f79r,"f79r.36,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f79v,"f79v.33,+P0",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,middle,paragraph/text line,0,,,
26,f80r,"f80r.41,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f80r,"f80r.51,+P0",P,standalone,2,al ol,ao,2,0,1,0,1,al ol,standalone:2,middle,paragraph/text line,0,,,
26,f80v,"f80v.22,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f80v,"f80v.42,+P0",P,standalone,2,al ol,ao,2,0,1,0,1,al ol,standalone:2,end middle,paragraph/text line,0,,,
26,f82r,"f82r.16,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f84r,"f84r.28,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f84r,"f84r.30,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f85r1,"f85r1.14,+P0",P,standalone,2,al ar,rl,2,1,1,0,0,al ar,standalone:2,middle,paragraph/text line,0,,,
26,f85r1,"f85r1.15,+P0",P,standalone,2,al ol,ao,2,0,1,0,1,al ol,standalone:2,middle,paragraph/text line,0,,,
26,f85r1,"f85r1.29,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f85r2,"f85r2.22,+Pb",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,middle,paragraph/text line,0,,,
26,f86v3,"f86v3.3,+Pb",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,middle,paragraph/text line,0,,,
26,f86v4,"f86v4.7,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f86v5,"f86v5.12,+P0",P,standalone,2,al ar,rl,2,1,1,0,0,al ar,standalone:2,middle,paragraph/text line,0,,,
26,f86v5,"f86v5.14,+P0",P,standalone,2,al ar,rl,2,1,1,0,0,al ar,standalone:2,middle,paragraph/text line,0,,,
26,f86v5,"f86v5.32,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f86v5,"f86v5.5,+P0",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,middle,paragraph/text line,0,,,
26,f86v5,"f86v5.9,+P0",P,standalone,2,al ar,rl,2,1,1,0,0,al ar,standalone:2,middle,paragraph/text line,0,,,
26,f86v6,"f86v6.14,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f86v6,"f86v6.17,+P0",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,middle,paragraph/text line,0,,,
26,f86v6,"f86v6.32,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f88r,"f88r.28,+P0",P,standalone,2,ar or,ao,2,1,0,1,0,ar or,standalone:2,middle,paragraph/text line,0,,,
26,f94r,"f94r.4,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f95r1,"f95r1.11,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle,paragraph/text line,0,,,
26,f99v,"f99v.42,+P0",P,standalone,2,ol or,rl,2,0,0,1,1,ol or,standalone:2,middle start,paragraph/text line,0,,,
25,f69v,"f69v.2,@Cc",C,yk,2,al ar,rl,3,2,1,0,0,ykar ykeeal,broad:3,middle,circular text,0,,,
25,f69v,"f69v.3,@Cc",C,ot,2,al ar,rl,4,2,2,0,0,otaldal oteeal oteoarar otoar,broad:4,middle,circular text,0,,,
25,f70r1,"f70r1.3,+Cc",C,ch,2,al ar,rl,3,2,1,0,0,chear chkal chodalar,broad:3,middle,circular text,0,,,
25,f70r2,"f70r2.18,+Cc",C,ch,2,al ol,ao,2,0,1,0,1,cheal chotol,broad:2,middle,circular text,0,,,
25,f70v1,"f70v1.12,@Cc",C,ok,2,al ol,ao,2,0,1,0,1,okeodal okeolol,broad:2,middle,circular text,0,,,
25,f71r,"f71r.12,@Cc",C,ot,2,al ar,rl,2,1,1,0,0,otechar oteodal,broad:2,middle,circular text,0,,,
25,f71v,"f71v.12,@Cc",C,sh,2,ol or,rl,2,0,0,1,1,sheeor shepchol,broad:2,end middle,circular text,0,,,
25,f72r2,"f72r2.22,@Cc",C,ch,2,al ol,ao,2,0,1,0,1,cheol chotal,broad:2,middle,circular text,0,,,
25,f72r2,"f72r2.6,@Cc",C,ok,2,al ol,ao,3,0,2,0,1,okalchal okedal okeol,broad:3,middle,circular text,0,,,
25,f72r3,"f72r3.1,@Cc",C,ch,2,ar or,ao,3,2,0,1,0,cheeor chekar chocthar,broad:3,middle,circular text,0,,,
25,f72r3,"f72r3.26,@Cc",C,sh,2,al ol,ao,2,0,1,0,1,sheal sheol,broad:2,middle,circular text,0,,,
25,f72v1,"f72v1.1,@Cc",C,ok,2,al ar,rl,2,1,1,0,0,okchesal okolar,broad:2,middle,circular text,0,,,
25,f72v2,"f72v2.1,@Cc",C,ok,2,ol or,rl,2,0,0,1,1,okeeor okeolol,broad:2,middle,circular text,0,,,
25,f86v4,"f86v4.1,@Cc",C,o,2,ar or,ao,2,1,0,1,0,ofor olkar,broad:2,middle,circular text,0,,,
25,fRos,"fRos.35,@Cc",C,o,2,al ar,rl,3,2,1,0,0,oal olar,broad:3,end middle,circular text,0,,,
25,fRos,"fRos.36,@Cc",C,o,2,ar or,ao,2,1,0,1,0,ochdor osar,broad:2,middle,circular text,0,,,
25,fRos,"fRos.47,@Cc",C,o,2,ar or,ao,3,2,0,1,0,oar olor osar,broad:3,middle start,circular text,0,,,
25,fRos,"fRos.62,@Cc",C,o,2,ar or,ao,2,1,0,1,0,olar olkalor,broad:2,middle,circular text,0,,,
25,fRos,"fRos.87,@Cc",C,sh,2,al ar,rl,2,1,1,0,0,shal shekalolkar,broad:2,middle,circular text,0,,,
25,fRos,"fRos.94,@Cc",C,o,2,ar or,ao,2,1,0,1,0,opchdar opor,broad:2,middle,circular text,0,,,
24,f100v,"f100v.17,+P0",P,ch,2,ol or,rl,2,0,0,1,1,chol chotor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f101r,"f101r.1,@P0",P,sh,2,ol or,rl,2,0,0,1,1,sheol shor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f101r,"f101r.2,+P0",P,ch,2,al ol,ao,2,0,1,0,1,chal chol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f101r,"f101r.6,+P0",P,sh,2,ol or,rl,2,0,0,1,1,sheeor shol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f101v,"f101v.24,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheol chor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f102r1,"f102r1.10,+P0",P,d,2,al ol,ao,2,0,1,0,1,dal dol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f102r1,"f102r1.8,@P0",P,qo,2,ar ol,ao+rl,2,1,0,0,1,qoorar qoteol,broad:2,middle,paragraph/text line,0,,,
24,f103r,"f103r.31,+P0",P,ch,2,al ol,ao,2,0,1,0,1,chal chol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f103v,"f103v.20,+P0",P,ot,2,al ar,rl,2,1,1,0,0,otar oteal,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f103v,"f103v.23,+P0",P,ot,2,al ar,rl,2,1,1,0,0,otal otear,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f104r,"f104r.10,+P0",P,ch,2,al or,ao+rl,2,0,1,1,0,chedal cholfor,broad:2,middle,paragraph/text line,0,,,
24,f104r,"f104r.24,+P0",P,o,2,al or,ao+rl,2,0,1,1,0,olkeeodal olkeeor,broad:2,middle,paragraph/text line,0,,,
24,f104r,"f104r.40,+P0",P,o,2,ar ol,ao+rl,2,1,0,0,1,oeear oiinol,broad:2,middle,paragraph/text line,0,,,
24,f104v,"f104v.27,+P0",P,sh,2,ol or,rl,4,0,0,1,3,sheol shor,broad:3; exact:1,middle,paragraph/text line,0,,,
24,f105v,"f105v.4,+P0",P,o,2,ar ol,ao+rl,2,1,0,0,1,olar olkeeol,broad:2,middle start,paragraph/text line,0,,,
24,f106r,"f106r.11,+P0",P,ch,2,ar ol,ao+rl,2,1,0,0,1,cheol chokar,broad:2,middle,paragraph/text line,0,,,
24,f106r,"f106r.31,+P0",P,ch,2,ar ol,ao+rl,2,1,0,0,1,cheol chkar,broad:2,middle,paragraph/text line,0,,,
24,f106r,"f106r.43,+P0",P,ch,2,al or,ao+rl,2,0,1,1,0,chekal cheor,broad:2,middle,paragraph/text line,0,,,
24,f106v,"f106v.20,+P0",P,sh,2,ar or,ao,2,1,0,1,0,shokar shor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f106v,"f106v.25,+P0",P,sh,2,ar ol,ao+rl,2,1,0,0,1,shar sheol,broad:2,middle,paragraph/text line,0,,,
24,f106v,"f106v.27,+P0",P,sh,2,al or,ao+rl,2,0,1,1,0,sheotal shoor,broad:2,middle,paragraph/text line,0,,,
24,f107r,"f107r.39,+P0",P,ch,2,ar ol,ao+rl,3,1,0,0,2,cheear cheol,broad:3,middle,paragraph/text line,0,,,
24,f107v,"f107v.21,+P0",P,ot,2,al ar,rl,2,1,1,0,0,otalal otar,broad:1; exact:1,end middle,paragraph/text line,0,,,
24,f108r,"f108r.22,+P0",P,d,2,al ol,ao,2,0,1,0,1,dal dcheol,broad:1; exact:1,middle start,paragraph/text line,0,,,
24,f108r,"f108r.6,+P0",P,ch,2,ar ol,ao+rl,2,1,0,0,1,chdar cheol,broad:2,middle,paragraph/text line,0,,,
24,f108v,"f108v.10,+P0",P,ok,2,al ar,rl,2,1,1,0,0,okar okeal,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f108v,"f108v.26,+P0",P,ch,2,ar ol,ao+rl,2,1,0,0,1,char cheol,broad:2,middle,paragraph/text line,0,,,
24,f111r,"f111r.15,+P0",P,ot,2,ar ol,ao+rl,2,1,0,0,1,otedar oteol,broad:2,middle,paragraph/text line,0,,,
24,f111v,"f111v.13,+P0",P,ch,2,ar ol,ao+rl,2,1,0,0,1,cheol chetar,broad:2,middle,paragraph/text line,0,,,
24,f111v,"f111v.6,+P0",P,ch,2,al ol,ao,2,0,1,0,1,cheal chol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f111v,"f111v.8,+P0",P,ch,2,ar ol,ao+rl,2,1,0,0,1,chedar cheol,broad:2,middle,paragraph/text line,0,,,
24,f112v,"f112v.33,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheeor chol,broad:1; exact:1,end middle,paragraph/text line,0,,,
24,f112v,"f112v.43,+P0",P,ch,2,al ol,ao,2,0,1,0,1,chol chtal,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f113r,"f113r.27,+P0",P,sh,2,ol or,rl,2,0,0,1,1,sheol shor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f113r,"f113r.28,+P0",P,ch,2,al ol,ao,2,0,1,0,1,chal chol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f113r,"f113r.31,+P0",P,ch,2,ar or,ao,2,1,0,1,0,chear chor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f113v,"f113v.7,+P0",P,ot,2,al ar,rl,2,1,1,0,0,otar oteal,broad:1; exact:1,end middle,paragraph/text line,0,,,
24,f114r,"f114r.15,+P0",P,d,2,al ol,ao,2,0,1,0,1,dal dalol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f114r,"f114r.42,+P0",P,qo,2,ar ol,ao+rl,2,1,0,0,1,qotar qotol,broad:2,middle,paragraph/text line,0,,,
24,f114r,"f114r.44,+P0",P,ch,2,al ol,ao,2,0,1,0,1,chol chotal,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f114v,"f114v.3,+P0",P,d,2,al ol,ao,2,0,1,0,1,dal dol,broad:1; exact:1,end middle,paragraph/text line,0,,,
24,f114v,"f114v.36,+P0",P,qo,2,ar ol,ao+rl,2,1,0,0,1,qopchol qotar,broad:2,middle,paragraph/text line,0,,,
24,f115r,"f115r.3,+P0",P,ch,2,ol or,rl,3,0,0,2,1,cheol cholor chor,broad:2; exact:1,middle,paragraph/text line,0,,,
24,f115r,"f115r.8,+P0",P,ch,2,ar ol,ao+rl,2,1,0,0,1,chedar cheol,broad:2,middle,paragraph/text line,0,,,
24,f116r,"f116r.4,+P0",P,qo,2,ar ol,ao+rl,2,1,0,0,1,qol qotar,broad:2,middle,paragraph/text line,0,,,
24,f13r,"f13r.3,+P0",P,d,2,ar or,ao,2,1,0,1,0,dar dchor,broad:1; exact:1,end middle,paragraph/text line,0,,,
24,f15v,"f15v.11,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheor chol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f16v,"f16v.4,+P0",P,d,2,al ol,ao,2,0,1,0,1,dal dchol,broad:1; exact:1,end start,paragraph/text line,0,,,
24,f17r,"f17r.10,+P0",P,d,2,ar or,ao,2,1,0,1,0,dar dcheor,broad:1; exact:1,middle start,paragraph/text line,0,,,
24,f17v,"f17v.15,+P0",P,ot,2,ol or,rl,2,0,0,1,1,oteol otor,broad:1; exact:1,end middle,paragraph/text line,0,,,
24,f17v,"f17v.18,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheeor chol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f17v,"f17v.20,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheor chol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f18r,"f18r.11,+P0",P,ch,2,ol or,rl,2,0,0,1,1,chckhol chor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f18r,"f18r.9,+P0",P,ch,2,al ol,ao,2,0,1,0,1,chcthal chol,broad:1; exact:1,middle start,paragraph/text line,0,,,
24,f18v,"f18v.7,+P0",P,d,2,ar or,ao,2,1,0,1,0,dar dor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f19r,"f19r.7,+P0",P,d,2,ar or,ao,2,1,0,1,0,dar dor,broad:1; exact:1,end middle,paragraph/text line,0,,,
24,f23r,"f23r.6,+P0",P,d,2,al ar,rl,2,1,1,0,0,daiidal dar,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f24r,"f24r.1,@P0",P,ch,2,ol or,rl,2,0,0,1,1,cheol chor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f24r,"f24r.9,+P0",P,d,2,al ol,ao,2,0,1,0,1,dal dol,broad:1; exact:1,end middle,paragraph/text line,0,,,
24,f27r,"f27r.4,+P0",P,ch,2,ar or,ao,2,1,0,1,0,char chor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f27r,"f27r.8,+P0",P,d,2,al ol,ao,2,0,1,0,1,dainchol dal,broad:1; exact:1,end middle,paragraph/text line,0,,,
24,f28v,"f28v.4,+P0",P,sh,2,ol or,rl,2,0,0,1,1,sheol shor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f30r,"f30r.9,+P0",P,ch,2,ol or,rl,2,0,0,1,1,chctheychor chol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f33v,"f33v.9,+P0",P,ch,2,ar or,ao,2,1,0,1,0,chckhyar chor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f38v,"f38v.8,+P0",P,ch,2,ar ol,ao+rl,2,1,0,0,1,char chshol,broad:2,middle,paragraph/text line,0,,,
24,f39r,"f39r.13,+P0",P,ch,2,ar or,ao,2,1,0,1,0,chdar chor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f39v,"f39v.4,+P0",P,ch,2,al or,ao+rl,2,0,1,1,0,cheor chodal,broad:2,middle,paragraph/text line,0,,,
24,f3v,"f3v.8,+P0",P,ch,2,ol or,rl,2,0,0,1,1,chckhol chor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f43r,"f43r.2,+P0",P,d,2,al ar,rl,2,1,1,0,0,dar daral,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f44r,"f44r.6,+P0",P,d,2,ar or,ao,2,1,0,1,0,dar dshor,broad:1; exact:1,end start,paragraph/text line,0,,,
24,f46r,"f46r.4,+P0",P,ch,2,al ol,ao,2,0,1,0,1,chekal chol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f4r,"f4r.10,+P0",P,sh,2,ol or,rl,2,0,0,1,1,shor shyshol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f50v,"f50v.8,+P0",P,yk,2,ar ol,ao+rl,2,1,0,0,1,ykar ykchol,broad:2,middle start,paragraph/text line,0,,,
24,f52v,"f52v.3,+P0",P,ch,2,ar or,ao,3,1,0,2,0,chochar chor chteeor,broad:2; exact:1,middle,paragraph/text line,0,,,
24,f54r,"f54r.10,+P0",P,ok,2,ol or,rl,2,0,0,1,1,okol okyytchor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f56v,"f56v.6,+P0",P,ch,2,ol or,rl,2,0,0,1,1,chokchol chor,broad:1; exact:1,middle start,paragraph/text line,0,,,
24,f58r,"f58r.22,+P0",P,ch,2,al ol,ao,2,0,1,0,1,chal chol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f58r,"f58r.27,+P0",P,ch,2,ar or,ao,4,3,0,1,0,chaltar chear chor,broad:3; exact:1,middle,paragraph/text line,0,,,
24,f58r,"f58r.35,+P0",P,sh,2,al ol,ao,3,0,1,0,2,sharal sheol shol,broad:2; exact:1,middle,paragraph/text line,0,,,
24,f58r,"f58r.41,+P0",P,d,2,al ol,ao,2,0,1,0,1,dal dchol,broad:1; exact:1,middle start,paragraph/text line,0,,,
24,f58v,"f58v.7,+P0",P,qok,2,ar or,ao,2,1,0,1,0,qokalor qokar,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f66r,"f66r.51,+P0",P,qok,2,al ar,rl,2,1,1,0,0,qokal qokeedar,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f66v,"f66v.6,+P0",P,ch,2,ar or,ao,2,1,0,1,0,chepar chor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f6r,"f6r.1,@P0",P,ch,2,ol or,rl,3,0,0,2,1,cholor chopchol chor,broad:2; exact:1,middle,paragraph/text line,0,,,
24,f70r2,"f70r2.11,+P1",P,ch,2,al ol,ao,2,0,1,0,1,chol chotal,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f75v,"f75v.40,+P0",P,d,2,al ol,ao,2,0,1,0,1,dal dol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f75v,"f75v.48,+P0",P,d,2,al ol,ao,2,0,1,0,1,dal dol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f76r,"f76r.2,+P0",P,qo,2,ar ol,ao+rl,2,1,0,0,1,qol qotddyar,broad:2,middle,paragraph/text line,0,,,
24,f76r,"f76r.53,+P0",P,ch,2,al or,ao+rl,2,0,1,1,0,chal chedor,broad:2,middle,paragraph/text line,0,,,
24,f77r,"f77r.24,+P0",P,sh,2,ar or,ao,2,1,0,1,0,shear shor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f78v,"f78v.22,+P0",P,ok,2,al ol,ao,2,0,1,0,1,okal okeol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f79r,"f79r.36,+P0",P,sh,2,ar ol,ao+rl,3,1,0,0,2,shear sheeol sheol,broad:3,middle,paragraph/text line,0,,,
24,f79r,"f79r.39,+P0",P,o,2,al or,ao+rl,2,0,1,1,0,olkal orkor,broad:2,end middle,paragraph/text line,0,,,
24,f80r,"f80r.22,+P0",P,qok,2,al ol,ao,2,0,1,0,1,qokal qokalkeol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f82r,"f82r.5,+P0",P,qok,2,al ol,ao,2,0,1,0,1,qokal qokalcthol,broad:1; exact:1,end middle,paragraph/text line,0,,,
24,f82r,"f82r.8,+P0",P,qo,2,al or,ao+rl,2,0,1,1,0,qotal qoteor,broad:2,end middle,paragraph/text line,0,,,
24,f83v,"f83v.17,+P0",P,qok,2,al ar,rl,2,1,1,0,0,qokal qokear,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f84v,"f84v.31,+P0",P,ch,2,al or,ao+rl,2,0,1,1,0,chal chckhor,broad:2,middle start,paragraph/text line,0,,,
24,f85r1,"f85r1.14,+P0",P,d,2,ar or,ao,2,1,0,1,0,dar daror,broad:1; exact:1,middle start,paragraph/text line,0,,,
24,f85r1,"f85r1.9,+P0",P,sh,2,ar ol,ao+rl,2,1,0,0,1,shedar sheol,broad:2,middle,paragraph/text line,0,,,
24,f86v3,"f86v3.14,+Pb",P,sh,2,ol or,rl,2,0,0,1,1,shekshol shor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f86v5,"f86v5.8,+P0",P,o,2,al or,ao+rl,2,0,1,1,0,octhal opor,broad:2,middle start,paragraph/text line,0,,,
24,f86v6,"f86v6.15,+P0",P,sh,2,ol or,rl,2,0,0,1,1,shckhor shol,broad:1; exact:1,middle start,paragraph/text line,0,,,
24,f86v6,"f86v6.28,+P0",P,qo,2,ar ol,ao+rl,2,1,0,0,1,qotar qotol,broad:2,middle,paragraph/text line,0,,,
24,f86v6,"f86v6.9,+P0",P,d,2,ar or,ao,2,1,0,1,0,dar dshor,broad:1; exact:1,middle start,paragraph/text line,0,,,
24,f88v,"f88v.6,@P0",P,ch,2,al or,ao+rl,2,0,1,1,0,cheokal cheor,broad:2,middle,paragraph/text line,0,,,
24,f89r2,"f89r2.27,+P0",P,ch,2,al or,ao+rl,3,0,1,2,0,cheal cheor,broad:3,middle,paragraph/text line,0,,,
24,f89v1,"f89v1.20,+P0",P,ok,2,al ol,ao,2,0,1,0,1,okal okchol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f89v2,"f89v2.8,+P0",P,ch,2,ar or,ao,2,1,0,1,0,chear chor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f8r,"f8r.3,+P0",P,ch,2,ar or,ao,2,1,0,1,0,chodar chor,broad:1; exact:1,middle start,paragraph/text line,0,,,
24,f95r2,"f95r2.3,+P0",P,ch,2,ar or,ao,2,1,0,1,0,chkar chor,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f96r,"f96r.4,+P0",P,ch,2,ol or,rl,3,0,0,2,1,chkchol chokchor chor,broad:2; exact:1,middle,paragraph/text line,0,,,
24,f99r,"f99r.48,+P0",P,ch,2,al ol,ao,2,0,1,0,1,cheodal chol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f99v,"f99v.24,+P0",P,ok,2,al ol,ao,2,0,1,0,1,okeodal okol,broad:1; exact:1,middle,paragraph/text line,0,,,
24,f99v,"f99v.34,+P0",P,qok,2,ol or,rl,2,0,0,1,1,qokeeor qokol,broad:1; exact:1,middle,paragraph/text line,0,,,
20,f100r,"f100r.13,+P0",P,d,2,ol or,rl,2,0,0,1,1,deeomchol dsheor,broad:2,end start,paragraph/text line,0,,,
20,f100v,"f100v.16,+P0",P,ok,2,ol or,rl,3,0,0,1,2,okeol okeor,broad:3,middle,paragraph/text line,0,,,
20,f100v,"f100v.21,+P0",P,ch,2,al ol,ao,2,0,1,0,1,cheeeal cheokeol,broad:2,middle,paragraph/text line,0,,,
20,f101r,"f101r.10,+P0",P,d,2,ol or,rl,2,0,0,1,1,dol dor,broad:2,middle,paragraph/text line,0,,,
20,f101r,"f101r.3,+P0",P,sh,2,ol or,rl,2,0,0,1,1,sheol sheor,broad:2,middle,paragraph/text line,0,,,
20,f101r,"f101r.4,+P0",P,ok,2,ol or,rl,3,0,0,1,2,okeeor okeol,broad:3,middle,paragraph/text line,0,,,
20,f101v,"f101v.23,+P0",P,qok,2,ol or,rl,2,0,0,1,1,qokeeeor qokeol,broad:2,middle,paragraph/text line,0,,,
20,f101v,"f101v.26,+P0",P,ch,2,ol or,rl,2,0,0,1,1,cheol cheor,broad:2,middle,paragraph/text line,0,,,
20,f102v1,"f102v1.12,+P0",P,ch,2,ol or,rl,3,0,0,1,2,cheol cheor,broad:3,middle,paragraph/text line,0,,,
20,f102v2,"f102v2.21,+P0",P,ok,2,ar or,ao,2,1,0,1,0,okear okeeor,broad:2,middle,paragraph/text line,0,,,
20,f102v2,"f102v2.34,+P0",P,ok,2,ol or,rl,2,0,0,1,1,okchol okeeor,broad:2,middle,paragraph/text line,0,,,
20,f102v2,"f102v2.35,+P0",P,sh,2,ol or,rl,2,0,0,1,1,sheeor sheol,broad:2,middle,paragraph/text line,0,,,
